'Generation','Best_Risk_Ratio','Max_Deaths'
Generation,Best_Risk_Ratio,Max_Deaths
0.39,615
0.56,860
0.96,1493
0.73,1080
0.77,1162
0.24,367
0.06,107
0.41,603
0.53,829
0.12,210
1.0,1524
0.16,236
0.22,354
0.65,985
0.71,1077
0.44,685
